16.36384510045147,12.611956095496113,10.148364239639953,9.436436308526005,5.454438946497599,5.454438946497599,5.454438946497599,5.454438946497599,5.454438946497599,5.454438946497599,0.0
16.36384510045147,13.982725712612902,10.09743505149477,10.074602965866214,7.998204450297534,7.998204450297534,7.998204450297534,6.080879731914391,6.080879731914391,5.377693196404951,5.377693196404951,5.377693196404951,0.0
13.982725712612902,12.611956095496113,10.147415423756511,10.087525105984321,10.087525105984321,8.229643604064268,8.229643604064268,8.040854505594549,7.998204450297534,5.847665805617907,5.847665805617907,5.582424865028821,5.582424865028821,5.582424865028821,5.582424865028821,5.582424865028821,5.582424865028821,5.582424865028821,5.582424865028821,0.0
